objektidentitet,lannamn,kommunnamn,sockenstadnamn,
1688ECF3-F834-49C9-A9EC-6620BCDC3853,"Östergötland, Jönköping","Ydre, Tranås, Boxholm",Blåvik,
16CABD10-FAA4-4BE5-A622-B654C3F805F2,Västra Götaland,Tidaholm,Valstad,
16E8149B-12BB-4219-B057-42CF26E2B222,Västra Götaland,Alingsås,Alingsås,
172A8FD2-C565-4A27-8E0F-5F409EBAC284,Västra Götaland,"Alingsås, Vårgårda",Bergstena,
172C8311-1DC0-43E2-A666-A0E49123E9CA,Västerbotten,"Vännäs, Umeå, Nordmaling, Bjurholm, Vindeln",Vännäs,
1759D00D-3F30-4742-B944-3D62AA3C5B3A,Västra Götaland,"Tidaholm, Falköping, Tidaholm",Hångsdala,
178C861F-06AA-4EEF-9CE5-AE46FDD12540,Västra Götaland,Falköping,Håkantorp,
17BB66E8-23BC-4A64-90C3-B292DB1B78A1,Östergötland,"Kinda, Boxholm, Linköping, Mjölby",Ulrika,
17D6297B-CEEE-404C-94C4-E7DBBE90CBBA,"Västernorrland, Västerbotten","Örnsköldsvik, Nordmaling, Bjurholm",Trehörningsjö,
183F59EC-1A83-4A97-B6B4-4526EE8EE36C,"Uppsala, Gävleborg, Uppsala, Västmanland","Heby, Gävle, Heby, Sala, Sandviken",Nora,
184846A1-5A62-4340-B9B3-FB9901E1009A,Gotland,Gotland,Dalhem,
1884C89F-ED71-4643-A5E4-E280B0C5AD05,"Jönköping, Västra Götaland, Jönköping, Västra Götaland, Jönköping","Mullsjö, Falköping, Mullsjö, Ulricehamn, Habo, Mullsjö, Falköping, Tidaholm",Sandhem,
18AB97CF-5C84-4335-8225-DF35668EE908,Västra Götaland,"Munkedal, Uddevalla, Lysekil",Foss,
18AD8EDB-0956-4498-9240-5979ED11509C,"Kronoberg, Kalmar","Tingsryd, Emmaboda, Lessebo",Ljuder,
18BF13A5-80D7-4A6E-B5D6-ED8263D81896,"Kalmar, Östergötland","Vimmerby, Kinda",Horn,
18CA6CBA-3D9F-45B2-B451-3DF335E3557F,Västra Götaland,"Trollhättan, Essunga, Grästorp",Trökörna,
18E56EC4-4816-4B3E-A07D-EA6AAF853514,Skåne,"Klippan, Perstorp, Örkelljunga, Hässleholm",Oderljunga,
18EE0E21-DA71-4472-889C-E4C1B9BB5E92,Kronoberg,"Växjö, Alvesta, Växjö",Moheda,
18F74FF8-496B-4DF8-A7B1-BD02E726D979,Västra Götaland,"Lidköping, Vara, Lidköping",Trässberg,
191EABB4-A486-4627-950D-241B2DE405AE,Skåne,"Bjuv, Helsingborg, Bjuv, Svalöv",Södra Vram,2022-07-24
19244861-2CA0-4ED2-8BCF-764F3D24018A,Skåne,"Trelleborg, Skurup",Önnarp,
194EC06B-8162-432A-8893-6B34B9B1A85C,Skåne,"Malmö, Burlöv, Staffanstorp",Särslöv,
198E3629-ADE1-40A6-BA68-809CBE0CAC7B,Kalmar,Oskarshamn,Oskarshamn,
19A4AB2A-717E-4821-A1BD-3A787278CB13,Västra Götaland,"Tidaholm, Hjo, Skövde",Korsberga,
19B5FD41-51FD-4EC7-B329-2A5370A5547A,Västra Götaland,Vårgårda,Horla,
19B63C60-3665-47F9-91A2-4C5AE04BFAEC,"Örebro, Västra Götaland, Värmland","Laxå, Gullspång, Degerfors, Lekeberg, Kristinehamn",Nysund,
19C38E3F-6BFA-43C3-9116-AB42CFF9DA1E,Västerbotten,Umeå,Backen,
19D399D9-830A-41C1-8C21-0A699C7598B6,Västra Götaland,"Mark, Borås, Bollebygd",Seglora,
19E111AA-6B93-4746-AA96-8AD053281EDE,"Stockholm, Södermanland, Uppsala","Ekerö, Södertälje, Strängnäs, Enköping",Ytterselö,
19F2259C-1A45-410D-8824-FF10F0978147,Jönköping,"Gnosjö, Vaggeryd, Gislaved, Jönköping",Stengårdshult,
19F7A1C7-E9E6-4701-ADF4-F1D9C9D3429A,Dalarna,"Säter, Smedjebacken, Hedemora",Säter,
1A267209-6904-4942-BA86-6E5536B6C9AF,Värmland,"Arvika, Grums, Kil, Sunne",Brunskog,
1A71B26F-4178-4980-AD2B-7A17E0510AAB,Värmland,"Säffle, Grums",Bro,
1A963101-2E08-46F1-8365-9238C41BA35F,Skåne,Helsingborg,Välluv,
1AA8E307-430F-4029-8B14-9DA4403C2654,Dalarna,"Falun, Säter, Borlänge, Falun",Vika,
1AC334E9-9EB3-4859-8AB0-F4B8864724DE,Skåne,"Svalöv, Eslöv",Torrlösa,2022-07-24
1AC3D17F-0A99-4CB2-A0DF-19019A0DF1A1,Kronoberg,Ljungby,Kånna,
1AC52066-8283-4D86-B53F-4832581CAEBA,Västra Götaland,Mellerud,Grinstad,
1AF8BF5A-BE67-4AB1-A98C-F0C57AC596BD,Jönköping,"Värnamo, Värnamo, Gislaved, Gnosjö",Kulltorp,
1B08B6F9-E246-4259-9A03-51B7B697121B,Skåne,"Eslöv, Höör",Stehag,
1B0F8D3D-DF3C-475C-B62E-C685268414DC,Västra Götaland,Falköping,Ugglum,
1B2CC868-879D-4B24-B4C8-3683319C27AE,Uppsala,"Knivsta, Knivsta, Håbo, Uppsala",Alsike,
1B2DCF40-7119-47B9-AEE2-3A7089F1D94D,Stockholm,"Österåker, Vallentuna, Norrtälje",Össeby-Garn,
1B8B9C15-B1E6-4480-8E1F-7CCB159CA492,"Jönköping, Östergötland, Jönköping","Eksjö, Nässjö, Ydre, Aneby, Eksjö",Eksjö,
1B9DA260-F396-4EDE-AAEB-6A1754500C19,"Södermanland, Östergötland","Nyköping, Norrköping, Katrineholm, Flen",Björkvik,
1B9F571E-827C-4699-86A6-3E2498F55264,Stockholm,"Huddinge, Stockholm, Haninge, Botkyrka, Tyresö, Ekerö, Haninge",Huddinge,
1BAE3892-AC43-4AC3-970B-6036776EBD00,"Västra Götaland, Värmland","Dals-Ed, Bengtsfors, Årjäng",Trankil,
1BB37147-024D-4E43-8CAB-7AF5F71EEEA7,Värmland,"Kristinehamn, Hammarö, Karlstad, Storfors, Karlstad",Väse,
1BF80CCF-9CCC-460B-8EF7-841D43E09D6B,Halland,Hylte,Färgaryd,
1C011800-6858-4D06-AE5E-11B7D866BEC2,"Västra Götaland, Örebro","Karlsborg, Askersund, Laxå",Tived,
1C09C20E-1AFF-4DBA-94AF-F364F626F2C4,Skåne,Kristianstad,Rinkaby,
1C1020D7-58C2-41D8-B71D-3681D20BBEC6,Västernorrland,"Kramfors, Sollefteå, Örnsköldsvik",Vibyggerå,
1C24EFAC-33E6-4BAD-9E6C-B048EDFD5894,Uppsala,"Enköping, Uppsala, Heby, Uppsala, Heby",Järlåsa,
1C346407-8F22-44A8-872D-5534C88552EF,Västra Götaland,Borås,Gingri,
1C34D112-7BF2-4F1E-AC70-AF561806C184,Västra Götaland,"Tanum, Munkedal, Strömstad, Dals-Ed",Naverstad,
1C3C99BB-4578-486C-B613-58EB3216866D,Skåne,"Staffanstorp, Lund, Lomma",Flackarp,
1C3EF8F4-635F-4CBB-A2CA-08BE3F9DCE74,Västra Götaland,"Falköping, Tidaholm",Näs,
1C638B73-332E-4BA0-85E7-2DED9BD9637C,"Halland, Västra Götaland, Halland","Varberg, Kungsbacka, Mark, Kungsbacka",Frillesås,
1C9F75E8-F96E-474C-BA10-434D1DB7977F,Västra Götaland,"Sotenäs, Munkedal, Tanum",Bottna,
1CBC878F-8807-4E26-B827-02F76A8F9914,Uppsala,"Uppsala, Heby, Enköping, Heby, Uppsala, Heby",Vittinge,
1CF62650-C8C3-4DA8-A4E2-34F11F6AA1E4,Södermanland,"Nyköping, Gnesta, Nyköping, Gnesta, Flen",Björnlunda,
1CF890C0-91A6-4FD4-8276-3D9B036FFF47,Östergötland,Norrköping,Konungsund,
1D0E4424-A2DC-4D86-91CA-0A4AC64682A0,Jönköping,Jönköping,Norrahammar,
1D1C2CD1-243F-4352-A657-BF2D9DAAD723,Skåne,"Svedala, Svedala, Malmö",Skabersjö,
1D2A8674-B476-46FD-A297-1A8C8C8C6C82,Dalarna,"Ludvika, Gagnef, Ludvika, Gagnef, Vansbro",Nås,
1D3AD6FB-872F-469A-9943-A2ED8D59626A,Skåne,Simrishamn,Södra Mellby,
1D60C1DC-B058-4E08-A627-C7B02982CAAC,Dalarna,"Ludvika, Leksand, Gagnef, Borlänge, Ludvika, Leksand, Borlänge",Gagnef,
1D610159-DEEC-4BB8-AC85-459E3A718F6E,Jönköping,"Vetlanda, Vetlanda, Eksjö",Kråkshult,
1D768CE9-6A46-4428-9626-D35F8E02DE00,Västra Götaland,Uddevalla,Uddevalla,
1D862262-47B3-4347-9244-99C0BC99AEA4,"Värmland, Dalarna, Värmland","Filipstad, Ludvika, Vansbro, Malung-Sälen, Filipstad",Äppelbo,
1DC330A6-E2DD-4417-86DB-008937E9885C,Östergötland,Norrköping,Furingstad,
1DE23FF6-4F78-4B71-A1E9-F7C3E69F333C,Skåne,Trelleborg,Äspö,
1E03B62F-CBE1-4496-98ED-7F1836B37FDA,Skåne,"Ystad, Sjöbo",Sövestad,
1E50DB47-AF2F-492A-9179-3A188BD11398,Östergötland,"Valdemarsvik, Söderköping, Norrköping",Skönberga,
1E76DC9F-FF50-4283-8AF8-F9BC6A5E87BA,Skåne,"Kristianstad, Östra Göinge, Kristianstad",Oppmanna,
1EC3E8DB-6EFB-45A4-84FF-017EC9F83CF7,"Östergötland, Kalmar","Valdemarsvik, Västervik, Åtvidaberg",Tryserum,
1ED10A72-CA2A-4A96-8174-6787773AF8E9,Skåne,"Ängelholm, Klippan, Ängelholm, Åstorp",Starby,
1EE2DA05-E1FE-4C7A-8124-464EC63F560C,Jämtland,Berg,Myssjö,
1EE70213-F7DE-4CD5-9B19-03670FE9E6C6,Uppsala,Uppsala,Börje,
1F117EA9-B173-49A0-86BA-BECE90AF4CBC,Västra Götaland,"Vänersborg, Grästorp, Lidköping, Vara, Grästorp",Täng,
1F14AC0E-355B-4E5A-B51E-2F368D53D9CF,"Jönköping, Kalmar, Östergötland","Eksjö, Vimmerby, Ydre, Kinda",Svinhult,
1F23F072-30B0-42C1-8ED1-BD01C69CECBC,"Jönköping, Östergötland, Östergötland","Tranås, Ödeshög, Boxholm, Boxholm",Trehörna,
1F25418E-6DD0-4F9F-B2C5-230E965F63E6,"Östergötland, Kalmar, Östergötland","Valdemarsvik, Västervik, Valdemarsvik",Östra Ed,
1F6A9065-0D56-4CC2-98E4-7DC09E0D85C1,Kronoberg,"Alvesta, Växjö",Alvesta,
1F6AF990-7379-40AB-983D-DC4C7063AA89,Västernorrland,Kramfors,Ullånger,
1F827307-B734-42D4-9717-F533A8403778,Jönköping,"Aneby, Tranås, Jönköping",Vireda,
1F98B28D-5DC5-4532-B736-E14E033C8763,Skåne,"Lund, Kävlinge, Lund",Västra Hoby,
1F9B36C8-7ECF-4CB2-B45D-67E38B7B052C,Västra Götaland,"Ale, Kungälv, Stenungsund, Lilla Edet, Kungälv",Romelanda,
1F9C5E82-8A1B-45D5-A385-1856F4009B39,Gävleborg,Hudiksvall,Njutånger,
1FBD0B56-F1B3-43DE-9C6C-350876EB4AE2,Jönköping,Vetlanda,Nye,
1FD0C3E0-6CA9-4D99-9F29-EFEE508884B4,Värmland,"Forshaga, Karlstad, Kil, Sunne",Stora Kil,
1FEFD9D1-2236-436F-94B9-8D61980C6459,Skåne,"Simrishamn, Tomelilla",Vitaby,
1FF83B31-98CB-46C8-BEA1-AAACCC92FB63,Stockholm,"Sigtuna, Sigtuna, Vallentuna",Lunda,
1FF90C71-37D1-4DB0-80DD-5ADD2069C8A8,Södermanland,"Nyköping, Flen",Helgesta,
20798FDC-68DF-44EF-B0F1-89196BC850A8,Västra Götaland,"Mellerud, Bengtsfors, Åmål, Åmål",Ånimskog,
2081765D-62BB-4B4F-9264-E65CB8BC508A,Gotland,Gotland,När,
2096BCAA-0B56-4206-97FA-653A577BCDEA,Halland,"Varberg, Falkenberg, Varberg",Tvååker,
20A17E52-ABEC-427F-AE84-4EE6A4A9BFE0,Halland,"Halmstad, Falkenberg, Hylte",Slättåkra,
20BCA9F9-96D9-4B3A-A4F5-B1940371E9F8,Västra Götaland,Götene,Broby,
20D416EB-EDCC-4C60-B35D-2844F8AFDBCE,"Västra Götaland, Värmland, Västra Götaland","Åmål, Säffle, Åmål",Åmål,
20D58426-D0D0-4F2D-BD92-AF107C8AC280,Dalarna,"Gagnef, Säter, Smedjebacken, Säter, Borlänge, Gagnef, Ludvika, Säter, Leksand, Falun",Stora Tuna,
20E0EF15-CCB3-4988-BB89-57210E3B9945,Västra Götaland,"Skövde, Mariestad, Skövde",Binneberg,
20E5C62F-0A92-4919-99A8-A35B0E5DBD6B,Uppsala,"Enköping, Håbo, Enköping",Hacksta,
20EB5670-3DD2-42D1-BBAF-258E8BBE95CF,"Södermanland, Uppsala, Västmanland","Strängnäs, Enköping, Västerås",Enköpings-Näs,
2144F2A2-94E0-406D-98D4-3CD7515BCD30,Jämtland,"Berg, Åre, Krokom",Undersåker,
216C8602-CBBF-4611-81F7-105713C7BEDD,Västra Götaland,Lidköping,Rackeby,
21AE450E-CA3E-4985-8B75-DE557B88B504,Blekinge,"Karlshamn, Karlshamn, Olofström",Asarum,
21B6E689-1D83-4E97-BD32-9786C677EBB7,"Dalarna, Gävleborg, Västmanland","Hedemora, Hofors, Avesta, Sala, Sandviken",By,
21B91E40-36A3-41A8-A79D-0196101E7699,Kalmar,Borgholm,Räpplinge,
21CAC0B4-C96B-4D4F-B9BB-B4EA2D90FAFD,"Halland, Jönköping","Falkenberg, Halmstad, Hylte, Gislaved",Drängsered,
21D0063D-602A-43A1-90D6-61A78162EF75,"Kronoberg, Jönköping, Jönköping","Växjö, Sävsjö, Vetlanda, Sävsjö",Hultsjö,
21E3C170-CF38-42A6-A7C6-3DB5F99A8B4A,Västra Götaland,"Vänersborg, Lidköping, Grästorp, Mellerud",Vänersnäs,
21F1818E-7D32-43B8-B1AC-A6D7BA7F6D95,Västra Götaland,"Kungälv, Tjörn",Marstrand,
2226822C-7A4D-490A-909E-6E9259722AC8,Gotland,Gotland,Levide,
222F3399-83BB-4AE5-BDFB-B1DA831416FB,Östergötland,"Boxholm, Mjölby",Åsbo,
223FA0D5-ACDE-4861-94D8-95F5F41B5153,Kalmar,"Kalmar, Nybro, Emmaboda",Madesjö,
2249D1D9-D1B7-4547-A79E-6859894B3C36,Östergötland,"Linköping, Åtvidaberg",Vist,
224C206A-9A54-4D7C-8378-7096DA52B4D9,Västra Götaland,"Vänersborg, Trollhättan, Lilla Edet",Gärdhem,
22560139-F69A-4538-AAEF-2528B22A825B,Skåne,"Lund, Staffanstorp",Knästorp,
226A08B0-6B1E-48FE-81DE-454E91583872,Jönköping,"Aneby, Jönköping, Tranås",Lommaryd,
229B71B0-0F05-45AB-BEC0-513EB2760F64,"Blekinge, Kronoberg","Ronneby, Karlshamn, Tingsryd",Öljehult,
22F526A4-F0EF-4421-B43D-13839D738AE0,Skåne,Hässleholm,Finja,
230274AE-24B8-492C-90B9-A9C0EEBF7F78,Skåne,"Hörby, Höör",Fulltofta,
235D3259-EA33-44EF-861A-E36FF28FC4B6,Kalmar,"Mönsterås, Oskarshamn, Högsby, Hultsfred",Döderhult,
23609CF7-64B7-4C2A-AE0B-69105C4FDD9E,Halland,Kungsbacka,Hanhals,
2362820D-4E41-4DA4-B4B4-FD7A35245764,Dalarna,Hedemora,Hedemora,
23687C11-1DF9-401D-9749-0A1FC44B2076,Södermanland,"Eskilstuna, Eskilstuna, Katrineholm, Flen",Husby-Rekarne,
2383E035-CAC4-4743-8B82-2CD1616C207C,Jönköping,Jönköping,Järstorp,
23955B94-6922-43C8-9668-C9F28C3DBB5B,Skåne,"Vellinge, Trelleborg, Svedala",Västra Kärrstorp,
2399445D-9DA9-4A1A-8ACC-4BEB3BA08092,Värmland,"Arvika, Sunne",Mangskog,
239CD408-A7DC-4F96-BE9A-2830281A943A,Värmland,"Grums, Karlstad, Kil",Grums,
23B28509-8F33-43BB-986C-499B7049EA4C,Skåne,"Staffanstorp, Burlöv, Staffanstorp",Tottarp,
23F392E3-0C0B-4E31-AB16-AF9C1DE3C892,Skåne,"Simrishamn, Tomelilla",Stiby,
23FAB8CA-F9B3-463D-AE44-0B4B01E2FC94,"Kronoberg, Kalmar, Kronoberg","Lessebo, Emmaboda, Nybro, Lessebo",Algutsboda,
24085233-17B2-4ACE-9A41-E7C4B63937AF,"Gävleborg, Jämtland, Västernorrland, Jämtland","Ljusdal, Härjedalen, Berg, Ånge, Bräcke, Berg",Haverö,
2428D75C-55D6-4B05-B087-BF1A345CD900,"Kronoberg, Kronoberg, Jönköping","Alvesta, Alvesta, Ljungby, Värnamo",Hjortsberga,
243BD4AB-7E73-4E7D-A547-95C4359E668A,"Västra Götaland, Östergötland, Örebro","Karlsborg, Töreboda, Motala, Askersund, Laxå",Undenäs,
24800CF9-F9E7-4D97-88BE-08350CB306D8,Västra Götaland,"Skövde, Tibro, Töreboda, Töreboda",Bällefors,
2491F4EA-6AFE-4BD3-A640-B0AEF3E27FB1,Västra Götaland,"Falköping, Vara",Edsvära,
24A1723A-EFEF-49A8-93C7-6DF2B33CD1D6,Västra Götaland,"Skara, Falköping, Skara",Stenum,
24A82F4D-5B3B-412F-99C3-2075003DFB9F,Västra Götaland,Lidköping,Gösslunda,
24C28D5C-7FFD-4696-8B89-D62ED33830D5,Östergötland,"Linköping, Motala",Ljung,
24C4593A-FF0C-4575-86DC-A14CA2537248,"Stockholm, Uppsala","Upplands-Bro, Sigtuna, Håbo, Enköping",Häggeby,
24D940E5-3E60-4621-B613-9DA620C7D92D,Västra Götaland,Falköping,Vårkumla,
24FACBB1-E0D9-4C9F-ACD0-E1E0C5E174E0,Västernorrland,"Kramfors, Sollefteå",Torsåker,
25043FE9-5D21-4A51-A181-5FCBB414701F,"Västernorrland, Jämtland, Västernorrland","Sundsvall, Timrå, Bräcke, Ragunda, Sollefteå, Sundsvall",Liden,
2521E964-BAF1-4C52-97F5-B203CA0A40C7,Skåne,"Ystad, Skurup, Sjöbo",Skårby,
25264C51-E234-4C9F-A0CD-A259CAF31AB5,"Södermanland, Stockholm","Trosa, Nynäshamn, Södertälje",Torö,
253ABFCB-F954-4534-8429-7C12B58302B8,Jönköping,"Gislaved, Värnamo, Gnosjö",Bredaryd,
259AD1C4-75A2-4E91-9457-9C611384B1D6,Kalmar,"Kalmar, Nybro",Ljungby,
259B8950-D72D-4220-A959-2010837CB65D,"Västerbotten, Norrbotten","Skellefteå, Piteå",Byske,
259F4A2D-4AED-42FB-9523-6FDDCE60F49D,"Östergötland, Östergötland, Södermanland","Norrköping, Söderköping, Norrköping, Nyköping",Jonsberg,
25A9819E-50AB-4139-896C-7607CA07555C,Jönköping,Sävsjö,Hjärtlanda,
25B18635-F78F-4BDB-B2AF-CDC44FF02478,"Västra Götaland, Örebro, Västra Götaland","Karlsborg, Töreboda, Gullspång, Mariestad, Laxå, Gullspång",Hova,
25BB628B-D080-4483-8231-22C7F7ED10D9,Västra Götaland,"Partille, Lerum, Göteborg, Ale",Bergum,
25D18233-99FE-44BD-A293-DC86926C176B,Västra Götaland,"Lysekil, Munkedal, Uddevalla",Skredsvik,
26107C71-1985-465C-A2EB-DC73619E1E46,"Örebro, Värmland, Dalarna","Hällefors, Filipstad, Ljusnarsberg, Ludvika",Hällefors,
26337EF9-87D1-470B-9F33-C2156B961D6E,Södermanland,"Nyköping, Nyköping, Gnesta, Flen",Ludgo,
2634EAE8-C40D-4744-B293-B43D631C70FB,Skåne,Vellinge,Vellinge,
2639AF7F-6C18-4CE9-8362-AEF34B723365,Blekinge,"Ronneby, Karlskrona",Förkärla,
2645C9AC-F87F-47C8-89A8-25877E75523F,Halland,Halmstad,Snöstorp,
26905C5C-1826-4C1C-8861-5D6BB53A7709,Västra Götaland,"Vara, Essunga, Vara",Naum,
26AEF2B0-0EB7-49ED-A4EA-699DFE667C8C,"Södermanland, Västmanland","Eskilstuna, Strängnäs, Västerås",Kärrbo,
26E641B9-53D7-4C96-B761-7C12888659E8,Kronoberg,Växjö,Tävelsås,
26F533DA-9D78-4B14-AACB-916319367518,Västra Götaland,"Falköping, Vara",Vilske-Kleva,
26FA8653-DAB1-481B-806D-16C54C532311,Västra Götaland,Skövde,Frösve,
26FFE605-1F28-4A46-9D77-60CE61AF89AE,"Blekinge, Kronoberg","Ronneby, Tingsryd",Södra Sandsjö,
27463FAB-973C-416B-866D-1E60BC77C7D7,Skåne,"Helsingborg, Helsingborg, Bjuv",Mörarp,2022-07-24
2797CF4F-9087-41B9-86E8-76E2E3F7E485,Västra Götaland,Ulricehamn,Ulricehamn,
27AD40D2-A81B-4129-9794-E180541BE9D2,Västra Götaland,"Vårgårda, Herrljunga, Vårgårda",Jällby,
27C8B5A3-5A42-4971-9FC3-5C25337700A4,Västra Götaland,"Vara, Lidköping, Lidköping",Härjevad,
27F1CF31-4EC8-4E38-AAA6-E7BD97742486,"Skåne, Blekinge","Bromölla, Östra Göinge, Kristianstad, Osby, Olofström",Vånga,2022-05-07
2805E729-809C-4419-8293-4752F5937777,Kalmar,Borgholm,Borgholm,
28562244-408E-4A2D-90C3-9FD8B7FED54A,Västra Götaland,"Alingsås, Trollhättan, Essunga, Grästorp, Grästorp, Essunga",Främmestad,
28849F11-2B4F-41E7-A254-3F95BA79B21A,Stockholm,"Värmdö, Österåker, Norrtälje",Blidö,
288A1452-DAD5-4864-A976-3A017BD06FB9,"Kalmar, Kalmar, Östergötland","Vimmerby, Vimmerby, Ydre, Kinda",Södra Vi,
2894F585-7996-43C9-A559-DD6AFF15CD7A,Östergötland,"Söderköping, Norrköping, Söderköping",Skällvik,
28A57AAF-F219-45DF-8BE5-99379EC306BA,Södermanland,"Katrineholm, Nyköping, Flen",Bettna,
28E35578-4D29-420A-B7D3-C91B5F3D9222,"Stockholm, Uppsala","Norrtälje, Uppsala",Fasterna,
28F2A1B5-5251-45C8-A370-50B2B12AE606,Gävleborg,Hudiksvall,Idenor,
290918AF-DF95-4687-8F3E-DD827A5058EB,Kronoberg,"Tingsryd, Tingsryd, Växjö, Lessebo",Linneryd,
291F9908-4F88-44C9-ABCF-D0227E6F33F8,Västernorrland,"Sundsvall, Timrå",Selånger,
29461D92-8FC0-4445-99D6-DE4719722216,"Jönköping, Västra Götaland","Jönköping, Ulricehamn, Habo, Mullsjö",Bjurbäck,
296210F6-5BD8-4149-A5D6-2BD1C5397F9F,Västra Götaland,"Skara, Lidköping",Hasslösa,
299BDAE7-AF90-4AEC-8315-D53B234A899E,Skåne,Simrishamn,Järrestad,
29A4130C-7BDF-4A96-B402-9835BB35DDC1,Norrbotten,"Pajala, Övertorneå, Överkalix, Pajala, Övertorneå",Övertorneå,
29B2C7D8-BCB0-4E3E-84C9-30AE64F88D68,"Västernorrland, Jämtland, Västerbotten","Sollefteå, Örnsköldsvik, Strömsund, Åsele, Dorotea",Junsele,
29DA1423-FE00-4A50-B42E-1A09E897A45B,Gotland,Gotland,Östergarn,
29DD4F01-6E4E-4A40-A4A2-61630A1A082B,"Värmland, Värmland, Örebro","Filipstad, Storfors, Hällefors, Filipstad, Hagfors",Färnebo,
2A382352-B79B-4C3C-A439-064238BF6318,"Dalarna, Örebro, Dalarna, Örebro","Vansbro, Ljusnarsberg, Gagnef, Borlänge, Hällefors, Ludvika, Ljusnarsberg, Smedjebacken, Säter, Vansbro",Grangärde,
2A3CFFA0-C1B2-41A8-A107-8C750E36B5F7,Gotland,Gotland,Follingbo,
2A66A521-8A23-44D0-A24D-FD2F099569CD,"Jönköping, Östergötland, Jönköping","Aneby, Tranås, Ydre, Ödeshög, Boxholm, Tranås",Säby,
2A798F16-5C14-4D28-8A51-5F05EF973AB2,Värmland,Filipstad,Filipstad,
2A80FCDF-A9E5-424C-B777-9F59C9EE6E2E,Kalmar,"Kalmar, Torsås",Arby,
2AADC21C-EB64-4376-B070-CEE9892C24A9,Jämtland,"Åre, Krokom",Kall,
2AC916C9-AA82-4334-91D0-1D1332510B9F,Kalmar,Nybro,Nybro,
2ACA5B64-90A6-4747-8F2B-9B665FCF2F1D,Västra Götaland,"Kungälv, Kungälv, Stenungsund",Kareby,
2AEFFE86-AC07-44EB-B80B-0231F0A1AD9A,Västernorrland,"Härnösand, Kramfors",Nora,
2AF35FB6-1CFF-4888-84C6-6B27F4EF28BC,Uppsala,"Tierp, Tierp, Östhammar",Österlövsta,
2AF36DCE-BA3E-4E85-8905-1EAFBAADA37E,Jämtland,"Bräcke, Östersund, Östersund",Lockne,
2B1D787C-547F-4AA2-978A-70C48CBDCED5,Gotland,Gotland,Tingstäde,
2B208197-CF33-471F-8815-AD51BBA7AEB9,Skåne,Kristianstad,Skepparslöv,
2B87E879-E35D-4F56-98B9-9D05D39F40A7,"Gävleborg, Gävleborg, Uppsala, Dalarna","Hofors, Gävle, Heby, Avesta, Sandviken, Hofors, Gävle, Sandviken, Sandviken",Österfärnebo,
2BA691E0-5D32-4629-B39E-F6CD57DD3938,Värmland,Säffle,Ölserud,
2BC83539-910E-49D8-83DA-1F8D7FCA6E37,Västra Götaland,"Skövde, Tibro, Hjo, Hjo, Skövde, Tibro",Mofalla,
2BE4A9BE-9C92-4290-8D5F-163EFCFE61F6,"Södermanland, Uppsala, Uppsala","Strängnäs, Enköping, Enköping",Kungs-Husby,
2BEC045F-7B06-4678-B9ED-C0FFEE23E026,Halland,"Laholm, Halmstad",Tjärby,
2BECF40A-8BD7-4288-8B4E-334492D7FD6B,Stockholm,Sigtuna,Sankt Olof,
2BF0D9AA-F992-4C26-89F8-7A58DDE705EE,Skåne,"Vellinge, Malmö",Tygelsjö,
2BFABD8D-1329-4DD4-B2DD-0BB706969488,Västra Götaland,"Mark, Svenljunga",Redslared,
2C0CBE2C-0646-4BC1-B703-255EF5EA9CA9,Västerbotten,"Robertsfors, Skellefteå",Nysätra,
2C0D518F-BCEB-46AE-A6E0-B911E47E4038,Gotland,Gotland,Burs,
2C0E19A3-EA71-481E-BA0F-1A3853F4A5E5,Västra Götaland,"Svenljunga, Mark",Holsljunga,
2C176367-0700-4F62-B77E-28BED3B91D5E,Västra Götaland,"Vårgårda, Borås, Vårgårda",Ljur,
2C242631-AA04-412D-BB26-BA183568964C,Värmland,"Kristinehamn, Hammarö, Karlstad, Storfors, Kristinehamn",Ölme,
2C2978A9-91E8-4B6C-909B-D07B47E4EEB8,Skåne,"Hässleholm, Östra Göinge",Gumlösa,
2C48CF06-909D-4620-9720-7B5037CF3E8B,Skåne,"Sjöbo, Tomelilla, Hörby, Kristianstad",Långaröd,
2C92E8AB-8C3A-4EA8-A130-77D675E4DB55,Västra Götaland,"Mellerud, Bengtsfors, Åmål",Tisselskog,
2CB4529A-DE52-440D-AC4B-44A3DF82BEDA,"Halland, Västra Götaland","Falkenberg, Varberg, Mark",Älekulla,
2CBF871C-7225-45F4-A0D1-2D60A432C658,Jönköping,"Gnosjö, Gislaved",Källeryd,
2CEC8323-B729-4727-8248-C56CE0A693AC,Gotland,Gotland,Lojsta,
2D0B4BE8-18D4-4997-B30B-845DBD70FD93,Västra Götaland,"Karlsborg, Tibro, Töreboda, Karlsborg",Mölltorp,
2D11611E-C104-410C-AA2D-5B54365D647C,Dalarna,"Borlänge, Säter, Borlänge, Falun, Borlänge, Falun",Torsång,
2D1A7FFE-1D17-48EC-B3DE-FFD8E554D1B0,"Stockholm, Södermanland","Ekerö, Nykvarn, Södertälje, Strängnäs",Överenhörna,
2D309036-C89E-4E59-8A1B-5766138386D2,Västra Götaland,"Stenungsund, Uddevalla, Lilla Edet, Uddevalla",Grinneröd,
2D3C653A-A86C-4BE4-8899-7671BF18A91F,Jönköping,Jönköping,Huskvarna,
2D46CF78-349D-47D6-8260-D1CC5FB2F698,"Södermanland, Uppsala","Strängnäs, Enköping",Vallby,
